#RIC,Date[L],Time[L],Type,Open,High,Low,Last,Volume
MRK.N,20110103,,End Of Day (from Real-Time),36.24,36.78,35.99,36.04,4660119
MRK.N,20110104,,End Of Day (from Real-Time),36.21,36.39,35.86,36.35,3126596
MRK.N,20110105,,End Of Day (from Real-Time),36.12,36.58,36.02,36.56,3270599
MRK.N,20110106,,End Of Day (from Real-Time),36.6,37.14,36.56,37.06,3086216
MRK.N,20110107,,End Of Day (from Real-Time),37.18,37.35,36.86,37.35,2634988
MRK.N,20110110,,End Of Day (from Real-Time),37.28,37.61,37.16,37.2,2728913
MRK.N,20110111,,End Of Day (from Real-Time),37.22,37.3,36.71,36.95,2450643
MRK.N,20110112,,End Of Day (from Real-Time),37.13,37.24,36.92,37.15,2824759
MRK.N,20110113,,End Of Day (from Real-Time),35.5,35.76,34.51,34.69,11651567
MRK.N,20110114,,End Of Day (from Real-Time),34.65,34.75,34.12,34.23,6849029
MRK.N,20110118,,End Of Day (from Real-Time),34.07,34.3,33.49,33.87,9452047
MRK.N,20110119,,End Of Day (from Real-Time),34.04,34.15,33.71,33.91,5372070
MRK.N,20110120,,End Of Day (from Real-Time),33.8,34.13,33.72,34.05,3847872
MRK.N,20110121,,End Of Day (from Real-Time),34.2,34.22,33.88,33.9,5525186
MRK.N,20110124,,End Of Day (from Real-Time),33.91,33.98,33.77,33.8,4572950
MRK.N,20110125,,End Of Day (from Real-Time),33.75,33.85,33.29,33.36,6341501
MRK.N,20110126,,End Of Day (from Real-Time),33.41,33.72,33.18,33.2,5608000
MRK.N,20110127,,End Of Day (from Real-Time),33.3,33.43,33.24,33.25,3357410
MRK.N,20110128,,End Of Day (from Real-Time),33.5,33.52,33,33.07,4231686
MRK.N,20110131,,End Of Day (from Real-Time),33.17,33.29,33.07,33.17,4315930
MRK.N,20110201,,End Of Day (from Real-Time),33.34,34.04,33.24,34,4633484
MRK.N,20110202,,End Of Day (from Real-Time),33.98,34.02,33.6,33.82,3123528
MRK.N,20110203,,End Of Day (from Real-Time),33,33.08,32.51,32.9,6439351
MRK.N,20110204,,End Of Day (from Real-Time),32.85,33.12,32.78,32.89,3378188
MRK.N,20110207,,End Of Day (from Real-Time),32.95,33.03,32.75,33,2554822
MRK.N,20110208,,End Of Day (from Real-Time),33.1,33.29,33.06,33.27,2560916
MRK.N,20110209,,End Of Day (from Real-Time),33.25,33.27,32.92,33.09,2989530
MRK.N,20110210,,End Of Day (from Real-Time),33.03,33.14,32.9,33.04,2678464
MRK.N,20110211,,End Of Day (from Real-Time),32.94,33.13,32.87,33.07,2545695
MRK.N,20110214,,End Of Day (from Real-Time),32.95,33.02,32.75,32.82,2608832
MRK.N,20110215,,End Of Day (from Real-Time),32.73,32.79,32.65,32.79,2890296
MRK.N,20110216,,End Of Day (from Real-Time),32.73,33.19,32.72,32.96,3079400
MRK.N,20110217,,End Of Day (from Real-Time),32.96,33.15,32.7,33.1,2421229
MRK.N,20110218,,End Of Day (from Real-Time),33.09,33.21,32.8,32.85,5628563
MRK.N,20110222,,End Of Day (from Real-Time),32.71,32.8,32.26,32.34,4195026
MRK.N,20110223,,End Of Day (from Real-Time),32.52,32.61,32.04,32.09,3948257
MRK.N,20110224,,End Of Day (from Real-Time),32.06,32.16,31.86,32.03,3405192
MRK.N,20110225,,End Of Day (from Real-Time),32.04,32.26,32,32.19,2349522
MRK.N,20110228,,End Of Day (from Real-Time),32.2,32.61,32.2,32.57,4673603
MRK.N,20110301,,End Of Day (from Real-Time),32.65,32.97,32.44,32.46,4986689
MRK.N,20110302,,End Of Day (from Real-Time),32.5,32.69,32.31,32.58,2526950
MRK.N,20110303,,End Of Day (from Real-Time),32.67,33.25,32.67,33.1,2990451
MRK.N,20110304,,End Of Day (from Real-Time),33.15,33.36,32.84,33.06,3095416
MRK.N,20110307,,End Of Day (from Real-Time),33.01,33.06,32.72,32.83,2762669
MRK.N,20110308,,End Of Day (from Real-Time),33.01,33.09,32.82,32.97,2691630
MRK.N,20110309,,End Of Day (from Real-Time),32.96,33.48,32.95,33.29,2864402
MRK.N,20110310,,End Of Day (from Real-Time),33.22,33.22,32.85,32.9,3689864
MRK.N,20110311,,End Of Day (from Real-Time),32.49,32.91,32.49,32.73,2930325
MRK.N,20110314,,End Of Day (from Real-Time),32.55,32.59,32.25,32.38,2937319
MRK.N,20110315,,End Of Day (from Real-Time),31.9,32.03,31.71,31.86,3812767
MRK.N,20110316,,End Of Day (from Real-Time),31.8,31.85,31.06,31.08,4325908
MRK.N,20110317,,End Of Day (from Real-Time),31.31,31.61,31.16,31.44,3564859
MRK.N,20110318,,End Of Day (from Real-Time),31.79,31.97,31.67,31.91,7401583
MRK.N,20110321,,End Of Day (from Real-Time),32.07,32.58,32.06,32.39,3005642
MRK.N,20110322,,End Of Day (from Real-Time),32.55,32.76,32.46,32.53,3082682
MRK.N,20110323,,End Of Day (from Real-Time),32.45,32.67,32.42,32.63,2751934
MRK.N,20110324,,End Of Day (from Real-Time),32.85,32.9,32.55,32.72,2719749
MRK.N,20110325,,End Of Day (from Real-Time),32.69,32.89,32.54,32.57,2426433
MRK.N,20110328,,End Of Day (from Real-Time),32.54,32.65,32.39,32.45,2054857
MRK.N,20110329,,End Of Day (from Real-Time),32.48,32.79,32.42,32.78,2288469
MRK.N,20110330,,End Of Day (from Real-Time),33.06,33.47,33.02,33.3,3395382
MRK.N,20110331,,End Of Day (from Real-Time),33.11,33.37,33.01,33.01,4164558
MRK.N,20110401,,End Of Day (from Real-Time),33.04,33.25,33,33.07,2840907
MRK.N,20110404,,End Of Day (from Real-Time),33.28,33.37,33.21,33.27,2730650
MRK.N,20110405,,End Of Day (from Real-Time),33.16,33.23,33.02,33.16,2047363
MRK.N,20110406,,End Of Day (from Real-Time),33.31,33.45,33.15,33.35,2273540
MRK.N,20110407,,End Of Day (from Real-Time),33.38,33.39,33.07,33.33,2712346
MRK.N,20110408,,End Of Day (from Real-Time),33.5,33.7,33.4,33.67,2822823
MRK.N,20110411,,End Of Day (from Real-Time),33.7,33.84,33.51,33.59,2552838
MRK.N,20110412,,End Of Day (from Real-Time),33.41,33.77,33.41,33.56,3047676
MRK.N,20110413,,End Of Day (from Real-Time),33.6,33.65,33.38,33.47,1861303
MRK.N,20110414,,End Of Day (from Real-Time),33.35,34.03,33.28,33.86,2583196
MRK.N,20110415,,End Of Day (from Real-Time),34.8,34.97,34.46,34.51,8931189
MRK.N,20110418,,End Of Day (from Real-Time),34.18,34.29,33.86,33.93,3548375
MRK.N,20110419,,End Of Day (from Real-Time),33.93,34.11,33.52,33.76,2437223
MRK.N,20110420,,End Of Day (from Real-Time),34.06,34.22,33.96,34.04,2691294
MRK.N,20110421,,End Of Day (from Real-Time),34.29,34.29,33.96,34.04,3422543
MRK.N,20110425,,End Of Day (from Real-Time),33.78,34.4,33.72,34.33,2373473
MRK.N,20110426,,End Of Day (from Real-Time),34.41,35.16,34.4,35.06,4028651
MRK.N,20110427,,End Of Day (from Real-Time),35.24,35.73,35.05,35.63,3619683
MRK.N,20110428,,End Of Day (from Real-Time),35.6,35.79,35.46,35.79,3112544
MRK.N,20110429,,End Of Day (from Real-Time),36,36.25,35.63,35.95,3949314
MRK.N,20110502,,End Of Day (from Real-Time),36.38,36.57,36.18,36.31,3497884
MRK.N,20110503,,End Of Day (from Real-Time),36.31,36.64,36.07,36.41,3799742
MRK.N,20110504,,End Of Day (from Real-Time),36.45,36.73,36.29,36.56,2939675
MRK.N,20110505,,End Of Day (from Real-Time),36.41,36.64,36.17,36.25,3218485
MRK.N,20110506,,End Of Day (from Real-Time),36.55,36.74,36.29,36.39,3039457
MRK.N,20110509,,End Of Day (from Real-Time),36.21,36.58,36.13,36.48,2070908
MRK.N,20110510,,End Of Day (from Real-Time),36.59,36.79,36.5,36.77,1817732
MRK.N,20110511,,End Of Day (from Real-Time),36.85,36.95,36.47,36.63,2489358
MRK.N,20110512,,End Of Day (from Real-Time),36.62,37.27,36.58,37.2,3491073
MRK.N,20110513,,End Of Day (from Real-Time),37.12,37.3,36.85,37.08,2468881
MRK.N,20110516,,End Of Day (from Real-Time),37,37.55,37,37.3,3889866
MRK.N,20110517,,End Of Day (from Real-Time),37.19,37.34,36.69,37.27,3430191
MRK.N,20110518,,End Of Day (from Real-Time),37.27,37.62,37.12,37.58,2770904
MRK.N,20110519,,End Of Day (from Real-Time),37.65,37.65,37.15,37.38,2536642
MRK.N,20110520,,End Of Day (from Real-Time),37.4,37.4,36.89,37.06,3291073
MRK.N,20110523,,End Of Day (from Real-Time),36.63,36.99,36.63,36.9,2359872
MRK.N,20110524,,End Of Day (from Real-Time),36.96,37.04,36.79,36.87,2665039
MRK.N,20110525,,End Of Day (from Real-Time),36.66,36.85,36.59,36.69,2796796
MRK.N,20110526,,End Of Day (from Real-Time),36.73,36.73,36.1,36.38,2668875
MRK.N,20110527,,End Of Day (from Real-Time),36.4,36.58,36.08,36.21,2311801
MRK.N,20110531,,End Of Day (from Real-Time),36.34,36.76,36.34,36.75,4093746
MRK.N,20110601,,End Of Day (from Real-Time),36.54,36.71,36.2,36.25,3089094
MRK.N,20110602,,End Of Day (from Real-Time),36.2,36.25,35.94,36.15,2175030
